faction;deckCardId;number;randomHexLabel;randomHexValue;orderLabel;orderName;orderType;orderCount;action;eventName;diceWhite;diceRed;consequence
russian;russian-35;35;H2;2;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;TRINCERARSI;INTERDIZIONE;3;4;event
russian;russian-36;36;H4;4;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERARSI;INTERDIZIONE;3;4;event
russian;russian-37;37;H6;6;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERAMENTI NASCOSTI;ZAPPATORI;4;3;event
russian;russian-38;38;H8;8;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERAMENTI NASCOSTI;ZAPPATORI;4;3;event
russian;russian-39;39;I2;2;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;CASAMATTA NASCOSTA;SCONTRO SENZA PERDITE;5;2;event
russian;russian-40;40;I4;4;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;FILO SPINATO NASCOSTO;FUOCO DI SOPPRESSIONE;5;2;event
russian;russian-41;41;I6;6;ARTIGLIERIA NEGATA;ARTIGLIERIA NEGATA;arty_denied;1;FILO SPINATO NASCOSTO;FUOCO DI SOPPRESSIONE;6;1;
russian;russian-42;42;I8;8;ARTIGLIERIA NEGATA;ARTIGLIERIA NEGATA;arty_denied;1;FUOCO MIRATO;FUOCO DI SOPPRESSIONE;6;1;
russian;russian-43;43;I10;10;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;COMANDO E CONTROLLO;2;6;
russian;russian-44;44;J2;2;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;SCONTRO SENZA PERDITE;2;6;
russian;russian-45;45;J4;4;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;SUPPORTO AEREO;3;5;
russian;russian-46;46;J6;6;AVANZATA;AVANZATA;advance;1;FERITE LEGGERE;SPIONAGGIO;3;5;
russian;russian-47;47;J8;8;MOVIMENTO;MOVIMENTO;move;1;FERITE LEGGERE;SPIONAGGIO;4;4;sniper
russian;russian-48;48;J10;10;MOVIMENTO;MOVIMENTO;move;1;FERITE LEGGERE;SPIONAGGIO;4;4;sniper
russian;russian-49;49;K2;2;MOVIMENTO;MOVIMENTO;move;1;FERITE LEGGERE;SPIONAGGIO;5;3;
russian;russian-50;50;K4;4;MOVIMENTO;MOVIMENTO;move;1;FERITE LEGGERE;MALFUNZIONAMENTO;5;3;
russian;russian-51;51;K6;6;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FERITE LEGGERE;PROCEDERE FERITI;6;2;
russian;russian-52;52;K8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;PROCEDERE FERITI;6;2;
russian;russian-53;53;K10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;PROCEDERE FERITI;3;6;
russian;russian-54;54;L2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;INFILTRAZIONI;3;6;
russian;russian-55;55;L4;4;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;INFILTRAZIONI;4;5;
russian;russian-56;56;L6;6;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;RINFORZI;4;5;
russian;russian-57;57;L8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;SACCHEGGIO;5;4;
russian;russian-58;58;L10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;5;4;
russian;russian-59;59;M2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;6;3;
russian;russian-60;60;M4;4;ORDINE/AZIONE FUOCO;FUOCO;fire;1;LOTTA SENZA QUARTIERE;TEMPRATI DALLA GUERRA;6;3;
russian;russian-61;61;M6;6;ORDINE/AZIONE FUOCO;FUOCO;fire;1;LOTTA SENZA QUARTIERE;ACQUATTARSI;4;6;
russian;russian-62;62;M8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;LOTTA SENZA QUARTIERE;ACQUATTARSI;4;6;
russian;russian-63;63;M10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;ACQUATTARSI;5;5;sniper
russian;russian-64;64;N2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;ACQUATTARSI;5;5;sniper
russian;russian-65;65;N4;4;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;PRIGIONIERI DI GUERRA;6;4;
russian;russian-66;66;N6;6;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;PRIGIONIERI DI GUERRA;6;4;
russian;russian-67;67;N8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;PRIGIONIERI DI GUERRA;5;6;
russian;russian-68;68;N10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;PRIGIONIERI DI GUERRA;5;6;
russian;russian-69;69;O2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;EROE;6;5;
russian;russian-70;70;O4;4;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;BOMBE A MANO;EROE;6;5;
russian;russian-71;71;O6;6;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;BOMBE A MANO;TRINCERAMENTO;6;6;time
russian;russian-72;72;O8;8;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;BOMBE A MANO;TRINCERAMENTO;6;6;time
