faction;deckCardId;number;randomHexLabel;randomHexValue;orderLabel;orderName;orderType;orderCount;action;eventName;diceWhite;diceRed;consequence
german;german-19;19;D9;9;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;INCENDIO;4;1;
german;german-20;20;E1;1;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;INCENDIO;4;1;
german;german-21;21;E3;3;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;INCENDIO;1;5;
german;german-22;22;E5;5;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;INCENDIO;1;5;
german;german-23;23;E7;7;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;INCENDIO;2;4;
german;german-24;24;E9;9;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;INCENDIO;2;4;
german;german-25;25;F1;1;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;PROMOZIONE SUL CAMPO;3;3;sniper
german;german-26;26;F3;3;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;RICOGNIZIONE;3;3;sniper
german;german-27;27;F5;5;MOVIMENTO;MOVIMENTO;move;1;MIMETIZZAZIONE;RICOGNIZIONE;4;2;
german;german-28;28;F7;7;MOVIMENTO;MOVIMENTO;move;1;MIMETIZZAZIONE;DIVIDERSI;4;2;
german;german-29;29;F9;9;MOVIMENTO;MOVIMENTO;move;1;MIMETIZZAZIONE;DIVIDERSI;5;1;
german;german-30;30;G1;1;MOVIMENTO;MOVIMENTO;move;1;MIMETIZZAZIONE;DIVIDERSI;5;1;
german;german-31;31;G3;3;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;UNITA' NASCOSTA;INTERDIZIONE;1;6;
german;german-32;32;G5;5;ARTIGLIERIA NEGATA;ARTIGLIERIA NEGATA;arty_denied;1;MINE NASCOSTE;INTERDIZIONE;1;6;
german;german-33;33;G7;7;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERARSI;INTERDIZIONE;2;5;event
german;german-34;34;G9;9;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERARSI;INTERDIZIONE;2;5;event
german;german-35;35;H3;3;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERARSI;INTERDIZIONE;3;4;event
german;german-36;36;H5;5;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERARSI;INTERDIZIONE;3;4;event
german;german-37;37;H7;7;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERAMENTI NASCOSTI;ZAPPATORI;4;3;event
german;german-38;38;H9;9;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERAMENTI NASCOSTI;ZAPPATORI;4;3;event
german;german-39;39;I1;1;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;CASAMATTA NASCOSTA;SCONTRO SENZA PERDITE;5;2;event
german;german-40;40;I3;3;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;FILO SPINATO NASCOSTO;FUOCO DI SOPPRESSIONE;5;2;event
german;german-41;41;I5;5;ARTIGLIERIA NEGATA;ARTIGLIERIA NEGATA;arty_denied;1;FILO SPINATO NASCOSTO;FUOCO DI SOPPRESSIONE;6;1;event
german;german-42;42;I7;7;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FUOCO MIRATO;FUOCO DI SOPPRESSIONE;6;1;event
german;german-43;43;I9;9;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;COMANDO E CONTROLLO;2;6;
german;german-44;44;J1;1;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;SCONTRO SENZA PERDITE;2;6;
german;german-45;45;J3;3;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;SUPPORTO AEREO;3;5;
german;german-46;46;J5;5;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FERITE LEGGERE;SPIONAGGIO;3;5;
german;german-47;47;J7;7;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;ORDINI CONTRADDITTORI;SPIONAGGIO;4;4;sniper
german;german-48;48;J9;9;ROTTA;ROTTA;rout;1;MIMETIZZAZIONE;SPIONAGGIO;4;4;sniper
german;german-49;49;K1;1;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FUOCO SOSTENUTO;COMANDO E CONTROLLO;5;3;
german;german-50;50;K3;3;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;MALFUNZIONAMENTO;5;3;
german;german-51;51;K5;5;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;PROCEDERE FERITI;6;2;
german;german-52;52;K7;7;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;PROCEDERE FERITI;6;2;
german;german-53;53;K9;9;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;PROCEDERE FERITI;3;6;
german;german-54;54;L1;1;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;PROCEDERE FERITI;3;6;
german;german-55;55;L3;3;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;RINFORZI;4;5;
german;german-56;56;L5;5;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;RINFORZI;4;5;
german;german-57;57;L7;7;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;SACCHEGGIO;5;4;
german;german-58;58;L9;9;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;5;4;
german;german-59;59;M1;1;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;6;3;
german;german-60;60;M3;3;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;6;3;
german;german-61;61;M5;5;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;4;6;
german;german-62;62;M7;7;ORDINE/AZIONE FUOCO;FUOCO;fire;1;LOTTA SENZA QUARTIERE;TEMPRATI DALLA GUERRA;4;6;
german;german-63;63;M9;9;ORDINE/AZIONE FUOCO;FUOCO;fire;1;LOTTA SENZA QUARTIERE;ACQUATTARSI;5;5;sniper
german;german-64;64;N1;1;ORDINE/AZIONE FUOCO;FUOCO;fire;1;LOTTA SENZA QUARTIERE;ACQUATTARSI;5;5;sniper
german;german-65;65;N3;3;ORDINE/AZIONE FUOCO;FUOCO;fire;1;DEMOLIZIONI;PRIGIONIERI DI GUERRA;6;4;
german;german-66;66;N5;5;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;PRIGIONIERI DI GUERRA;6;4;
german;german-67;67;N7;7;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;EROE;5;6;
german;german-68;68;N9;9;AVANZATA;AVANZATA;advance;1;FERITE LEGGERE;EROE;5;6;
german;german-69;69;O3;3;AVANZATA;AVANZATA;advance;1;FERITE LEGGERE;EROE;6;5;
german;german-70;70;O5;5;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;BUONA MIRA;EROE;6;5;
german;german-71;71;O7;7;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FUOCO SOSTENUTO;EROE;6;6;time
german;german-72;72;O9;9;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FUOCO SOSTENUTO;EROE;6;6;time
russian;russian-1;1;A2;2;RECUPERO;RECUPERO;recover;1;FUOCO D'ASSALTO;CRATERI;1;1;jam
russian;russian-2;2;A4;4;RECUPERO;RECUPERO;recover;1;FUOCO D'ASSALTO;TRAPPOLA ESPLOSIVA;1;1;jam
russian;russian-3;3;A6;6;RECUPERO;RECUPERO;recover;1;FUOCO D'ASSALTO;MACERIE;1;2;jam
russian;russian-4;4;A8;8;RECUPERO;RECUPERO;recover;1;BOMBE A MANO;POLVERE;1;2;jam
russian;russian-5;5;B2;2;RECUPERO;RECUPERO;recover;1;BOMBE A MANO;OBIETTIVO DELLA MISSIONE;2;1;
russian;russian-6;6;B4;4;RECUPERO;RECUPERO;recover;1;BOMBE A MANO;OBIETTIVO STRATEGICO;2;1;
russian;russian-7;7;B6;6;RECUPERO;RECUPERO;recover;1;SVENTAGLIATA DI FUOCO;MEDICO;1;3;
russian;russian-8;8;B8;8;RECUPERO;RECUPERO;recover;1;SVENTAGLIATA DI FUOCO;MEDICO;1;3;
russian;russian-9;9;B10;10;RECUPERO;RECUPERO;recover;1;SVENTAGLIATA DI FUOCO;SUPPORTO AEREO;2;2;sniper
russian;russian-10;10;C2;2;MOVIMENTO;MOVIMENTO;move;1;SVENTAGLIATA DI FUOCO;SHOCK DA COMBATTIMENTO;2;2;sniper
russian;russian-11;11;C4;4;ROTTA;ROTTA;rout;1;SVENTAGLIATA DI FUOCO;IMPETO;3;1;
russian;russian-12;12;C6;6;ROTTA;ROTTA;rout;1;SVENTAGLIATA DI FUOCO;IMPETO;3;1;
russian;russian-13;13;C8;8;ROTTA;ROTTA;rout;1;DEMOLIZIONI;BREZZA;1;4;
russian;russian-14;14;C10;10;ROTTA;ROTTA;rout;1;FUOCO SOSTENUTO;BREZZA;1;4;
russian;russian-15;15;D2;2;ROTTA;ROTTA;rout;1;FUOCO SOSTENUTO;BREZZA;2;3;
russian;russian-16;16;D4;4;ROTTA;ROTTA;rout;1;FUOCO D'ASSALTO;BREZZA;2;3;
russian;russian-17;17;D6;6;ROTTA;ROTTA;rout;1;FUOCO D'ASSALTO;BREZZA;3;2;
russian;russian-18;18;D8;8;ROTTA;ROTTA;rout;1;FUOCO D'ASSALTO;BREZZA;3;2;
russian;russian-19;19;D10;10;ROTTA;ROTTA;rout;1;FUOCO INCROCIATO;COMMISSARIO;4;1;
russian;russian-20;20;E2;2;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;COMMISSARIO;4;1;
russian;russian-21;21;E4;4;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;COMMISSARIO;1;5;
russian;russian-22;22;E6;6;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;COMMISSARIO;1;5;
russian;russian-23;23;E8;8;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;TRINCERAMENTO;2;4;
russian;russian-24;24;E10;10;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;TRINCERAMENTO;2;4;
russian;russian-25;25;F2;2;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;PROMOZIONE SUL CAMPO;3;3;sniper
russian;russian-26;26;F4;4;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;RICOGNIZIONE;3;3;sniper
russian;russian-27;27;F6;6;MOVIMENTO;MOVIMENTO;move;1;MIMETIZZAZIONE;RICOGNIZIONE;4;2;
russian;russian-28;28;F8;8;AVANZATA;AVANZATA;advance;1;GRANATE FUMOGENE;NEBBIA DI GUERRA;4;2;
russian;russian-29;29;F10;10;AVANZATA;AVANZATA;advance;1;GRANATE FUMOGENE;NEBBIA DI GUERRA;5;1;
russian;russian-30;30;G2;2;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;GRANATE FUMOGENE;NEBBIA DI GUERRA;5;1;
russian;russian-31;31;G4;4;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;UNITA' NASCOSTA;INTERDIZIONE;1;6;
russian;russian-32;32;G6;6;ARTIGLIERIA NEGATA;ARTIGLIERIA NEGATA;arty_denied;1;MINE NASCOSTE;INTERDIZIONE;1;6;
russian;russian-33;33;G8;8;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;TRINCERARSI;INTERDIZIONE;2;5;event
russian;russian-34;34;G10;10;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;TRINCERARSI;INTERDIZIONE;2;5;event
russian;russian-35;35;H2;2;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;TRINCERARSI;INTERDIZIONE;3;4;event
russian;russian-36;36;H4;4;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERARSI;INTERDIZIONE;3;4;event
russian;russian-37;37;H6;6;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERAMENTI NASCOSTI;ZAPPATORI;4;3;event
russian;russian-38;38;H8;8;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERAMENTI NASCOSTI;ZAPPATORI;4;3;event
russian;russian-39;39;I2;2;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;CASAMATTA NASCOSTA;SCONTRO SENZA PERDITE;5;2;event
russian;russian-40;40;I4;4;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;FILO SPINATO NASCOSTO;FUOCO DI SOPPRESSIONE;5;2;event
russian;russian-41;41;I6;6;ARTIGLIERIA NEGATA;ARTIGLIERIA NEGATA;arty_denied;1;FILO SPINATO NASCOSTO;FUOCO DI SOPPRESSIONE;6;1;
russian;russian-42;42;I8;8;ARTIGLIERIA NEGATA;ARTIGLIERIA NEGATA;arty_denied;1;FUOCO MIRATO;FUOCO DI SOPPRESSIONE;6;1;
russian;russian-43;43;I10;10;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;COMANDO E CONTROLLO;2;6;
russian;russian-44;44;J2;2;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;SCONTRO SENZA PERDITE;2;6;
russian;russian-45;45;J4;4;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;SUPPORTO AEREO;3;5;
russian;russian-46;46;J6;6;AVANZATA;AVANZATA;advance;1;FERITE LEGGERE;SPIONAGGIO;3;5;
russian;russian-47;47;J8;8;MOVIMENTO;MOVIMENTO;move;1;FERITE LEGGERE;SPIONAGGIO;4;4;sniper
russian;russian-48;48;J10;10;MOVIMENTO;MOVIMENTO;move;1;FERITE LEGGERE;SPIONAGGIO;4;4;sniper
russian;russian-49;49;K2;2;MOVIMENTO;MOVIMENTO;move;1;FERITE LEGGERE;SPIONAGGIO;5;3;
russian;russian-50;50;K4;4;MOVIMENTO;MOVIMENTO;move;1;FERITE LEGGERE;MALFUNZIONAMENTO;5;3;
russian;russian-51;51;K6;6;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FERITE LEGGERE;PROCEDERE FERITI;6;2;
russian;russian-52;52;K8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;PROCEDERE FERITI;6;2;
russian;russian-53;53;K10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;PROCEDERE FERITI;3;6;
russian;russian-54;54;L2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;INFILTRAZIONI;3;6;
russian;russian-55;55;L4;4;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;INFILTRAZIONI;4;5;
russian;russian-56;56;L6;6;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;RINFORZI;4;5;
russian;russian-57;57;L8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;SACCHEGGIO;5;4;
russian;russian-58;58;L10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;5;4;
russian;russian-59;59;M2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;IMBOSCATA;TEMPRATI DALLA GUERRA;6;3;
russian;russian-60;60;M4;4;ORDINE/AZIONE FUOCO;FUOCO;fire;1;LOTTA SENZA QUARTIERE;TEMPRATI DALLA GUERRA;6;3;
russian;russian-61;61;M6;6;ORDINE/AZIONE FUOCO;FUOCO;fire;1;LOTTA SENZA QUARTIERE;ACQUATTARSI;4;6;
russian;russian-62;62;M8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;LOTTA SENZA QUARTIERE;ACQUATTARSI;4;6;
russian;russian-63;63;M10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FERITE LEGGERE;ACQUATTARSI;5;5;sniper
russian;russian-64;64;N2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;ACQUATTARSI;5;5;sniper
russian;russian-65;65;N4;4;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;PRIGIONIERI DI GUERRA;6;4;
russian;russian-66;66;N6;6;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;PRIGIONIERI DI GUERRA;6;4;
russian;russian-67;67;N8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;PRIGIONIERI DI GUERRA;5;6;
russian;russian-68;68;N10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;PRIGIONIERI DI GUERRA;5;6;
russian;russian-69;69;O2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;MIMETIZZAZIONE;EROE;6;5;
russian;russian-70;70;O4;4;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;BOMBE A MANO;EROE;6;5;
russian;russian-71;71;O6;6;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;BOMBE A MANO;TRINCERAMENTO;6;6;time
russian;russian-72;72;O8;8;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;BOMBE A MANO;TRINCERAMENTO;6;6;time
american;american-1;1;A2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;FUOCO D'ASSALTO;CRATERI;1;1;jam
american;american-2;2;A4;4;RECUPERO;RECUPERO;recover;1;FUOCO D'ASSALTO;TRAPPOLA ESPLOSIVA;1;1;jam
american;american-3;3;A6;6;RECUPERO;RECUPERO;recover;1;FUOCO D'ASSALTO;MACERIE;1;2;
american;american-4;4;A8;8;RECUPERO;RECUPERO;recover;1;BOMBE A MANO;POLVERE;1;2;
american;american-5;5;B2;2;RECUPERO;RECUPERO;recover;1;BOMBE A MANO;OBIETTIVO DELLA MISSIONE;2;1;
american;american-6;6;B4;4;RECUPERO;RECUPERO;recover;1;BOMBE A MANO;OBIETTIVO STRATEGICO;2;1;
american;american-7;7;B6;6;RECUPERO;RECUPERO;recover;1;SVENTAGLIATA DI FUOCO;MEDICO;1;3;
american;american-8;8;B8;8;RECUPERO;RECUPERO;recover;1;SVENTAGLIATA DI FUOCO;UCCISO IN AZIONE;1;3;
american;american-9;9;B10;10;RECUPERO;RECUPERO;recover;1;SVENTAGLIATA DI FUOCO;SUPPORTO AEREO;2;2;
american;american-10;10;C2;2;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;SVENTAGLIATA DI FUOCO;SHOCK DA COMBATTIMENTO;2;2;
american;american-11;11;C4;4;ROTTA;ROTTA;rout;1;SVENTAGLIATA DI FUOCO;IMPETO;3;1;
american;american-12;12;C6;6;ROTTA;ROTTA;rout;1;SVENTAGLIATA DI FUOCO;IMPETO;3;1;
american;american-13;13;C8;8;ROTTA;ROTTA;rout;1;BOMBE A MANO;BREZZA;1;4;
american;american-14;14;C10;10;ROTTA;ROTTA;rout;1;BOMBE A MANO;BREZZA;1;4;
american;american-15;15;D2;2;ROTTA;ROTTA;rout;1;BOMBE A MANO;BREZZA;2;3;
american;american-16;16;D4;4;ROTTA;ROTTA;rout;1;FUOCO D'ASSALTO;BREZZA;2;3;
american;american-17;17;D6;6;ROTTA;ROTTA;rout;1;FUOCO D'ASSALTO;BREZZA;3;2;
american;american-18;18;D8;8;ROTTA;ROTTA;rout;1;FUOCO D'ASSALTO;BREZZA;3;2;
american;american-19;19;D10;10;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;SUPPORTO AEREO;4;1;
american;american-20;20;E2;2;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;SUPPORTO AEREO;4;1;
american;american-21;21;E4;4;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;NEBBIA DI GUERRA;1;5;
american;american-22;22;E6;6;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;FOSFORO;1;5;
american;american-23;23;E8;8;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;FOSFORO;2;4;
american;american-24;24;E10;10;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;FOSFORO;2;4;
american;american-25;25;F2;2;MOVIMENTO;MOVIMENTO;move;1;FUOCO INCROCIATO;PROMOZIONE SUL CAMPO;3;3;sniper
american;american-26;26;F4;4;MOVIMENTO;MOVIMENTO;move;1;MIMETIZZAZIONE;RICOGNIZIONE;3;3;sniper
american;american-27;27;F6;6;MOVIMENTO;MOVIMENTO;move;1;MIMETIZZAZIONE;RICOGNIZIONE;4;2;
american;american-28;28;F8;8;MOVIMENTO;MOVIMENTO;move;1;MIMETIZZAZIONE;DIVIDERSI;4;2;
american;american-29;29;F10;10;MOVIMENTO;MOVIMENTO;move;1;MIMETIZZAZIONE;DIVIDERSI;5;1;
american;american-30;30;G2;2;ROTTA;ROTTA;rout;1;FUOCO SOSTENUTO;DIVIDERSI;5;1;
american;american-31;31;G4;4;ARTIGLIERIA NEGATA;ARTIGLIERIA NEGATA;arty_denied;1;UNITA' NASCOSTA;INTERDIZIONE;1;6;event
american;american-32;32;G6;6;ARTIGLIERIA NEGATA;ARTIGLIERIA NEGATA;arty_denied;1;MINE NASCOSTE;INTERDIZIONE;1;6;event
american;american-33;33;G8;8;ARTIGLIERIA NEGATA;ARTIGLIERIA NEGATA;arty_denied;1;TRINCERARSI;INTERDIZIONE;2;5;event
american;american-34;34;G10;10;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERARSI;INTERDIZIONE;2;5;event
american;american-35;35;H2;2;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERARSI;INTERDIZIONE;3;4;event
american;american-36;36;H4;4;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERARSI;INTERDIZIONE;3;4;event
american;american-37;37;H6;6;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERAMENTI NASCOSTI;ZAPPATORI;4;3;event
american;american-38;38;H8;8;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERAMENTI NASCOSTI;ZAPPATORI;4;3;event
american;american-39;39;I2;2;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;TRINCERAMENTI NASCOSTI;SCONTRO SENZA PERDITE;5;2;event
american;american-40;40;I4;4;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;FILO SPINATO NASCOSTO;FUOCO DI SOPPRESSIONE;5;2;event
american;american-41;41;I6;6;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;FILO SPINATO NASCOSTO;FUOCO DI SOPPRESSIONE;6;1;event
american;american-42;42;I8;8;RICHIESTA D'ARTIGLIERIA;RICHIESTA D'ARTIGLIERIA;arty;1;FUOCO MIRATO;FUOCO DI SOPPRESSIONE;6;1;event
american;american-43;43;I10;10;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FUOCO SOSTENUTO;COMANDO E CONTROLLO;2;6;
american;american-44;44;J2;2;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;SCONTRO SENZA PERDITE;2;6;
american;american-45;45;J4;4;AVANZATA;AVANZATA;advance;1;FUOCO SOSTENUTO;NEBBIA DI GUERRA;3;5;
american;american-46;46;J6;6;AVANZATA;AVANZATA;advance;1;FERITE LEGGERE;SPIONAGGIO;3;5;
american;american-47;47;J8;8;AVANZATA;AVANZATA;advance;1;FERITE LEGGERE;SPIONAGGIO;4;4;sniper
american;american-48;48;J10;10;MOVIMENTO;MOVIMENTO;move;1;FERITE LEGGERE;SPIONAGGIO;4;4;sniper
american;american-49;49;K2;2;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;FUOCO SOSTENUTO;COMANDO E CONTROLLO;5;3;
american;american-50;50;K4;4;ORDINI CONTRADDITTORI;ORDINI CONTRADDITTORI;pass;0;ORDINI CONTRADDITTORI;MALFUNZIONAMENTO;5;3;
american;american-51;51;K6;6;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;PROCEDERE FERITI;6;2;
american;american-52;52;K8;8;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;PROCEDERE FERITI;6;2;
american;american-53;53;K10;10;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;PROCEDERE FERITI;3;6;
american;american-54;54;L2;2;ORDINE/AZIONE FUOCO;FUOCO;fire;1;GRANATE FUMOGENE;RINFORZI;3;6;
